id,user_id,type,title,message,related_id,meta_data,read,created_at,updated_at,expires_at
1249,4,reservation_request,Nueva solicitud de reservación,"Alberto  Moreno (Comisionista) envió una solicitud de reservación para Coyoacan, Ciudad de Mexico - Taxqueña → Acapulco de Juarez, Guerrero - Terminal condesa",417,"{""requestId"":417,""tripId"":""2321"",""requesterName"":""Alberto  Moreno (Comisionista)"",""amount"":400,""passengers"":1}",false,2025-08-06 15:49:13.889186,2025-08-06 15:49:13.889186,2025-08-09 15:49:13.883
1250,6,reservation_request,Nueva solicitud de reservación,"Alberto  Moreno (Comisionista) envió una solicitud de reservación para Coyoacan, Ciudad de Mexico - Taxqueña → Acapulco de Juarez, Guerrero - Terminal condesa",417,"{""requestId"":417,""tripId"":""2321"",""requesterName"":""Alberto  Moreno (Comisionista)"",""amount"":400,""passengers"":1}",true,2025-08-06 15:49:13.889853,2025-08-06 15:49:13.889853,2025-08-09 15:49:13.883
1251,3,reservation_request,Nueva solicitud de reservación,"Alberto  Moreno (Comisionista) envió una solicitud de reservación para Coyoacan, Ciudad de Mexico - Taxqueña → Acapulco de Juarez, Guerrero - Terminal condesa",417,"{""requestId"":417,""tripId"":""2321"",""requesterName"":""Alberto  Moreno (Comisionista)"",""amount"":400,""passengers"":1}",false,2025-08-06 15:49:13.891224,2025-08-06 15:49:13.891224,2025-08-09 15:49:13.883
1252,4,reservation_request,Nueva solicitud de reservación,"Alberto  Moreno (Comisionista) envió una solicitud de reservación para Coyoacan, Ciudad de Mexico - Taxqueña → Acapulco de Juarez, Guerrero - Terminal condesa",418,"{""requestId"":418,""tripId"":2396,""requesterName"":""Alberto  Moreno (Comisionista)"",""amount"":900,""passengers"":2}",false,2025-08-06 18:10:07.549071,2025-08-06 18:10:07.549071,2025-08-09 18:10:07.538
1253,3,reservation_request,Nueva solicitud de reservación,"Alberto  Moreno (Comisionista) envió una solicitud de reservación para Coyoacan, Ciudad de Mexico - Taxqueña → Acapulco de Juarez, Guerrero - Terminal condesa",418,"{""requestId"":418,""tripId"":2396,""requesterName"":""Alberto  Moreno (Comisionista)"",""amount"":900,""passengers"":2}",false,2025-08-06 18:10:07.550806,2025-08-06 18:10:07.550806,2025-08-09 18:10:07.537
1254,6,reservation_request,Nueva solicitud de reservación,"Alberto  Moreno (Comisionista) envió una solicitud de reservación para Coyoacan, Ciudad de Mexico - Taxqueña → Acapulco de Juarez, Guerrero - Terminal condesa",418,"{""requestId"":418,""tripId"":2396,""requesterName"":""Alberto  Moreno (Comisionista)"",""amount"":900,""passengers"":2}",false,2025-08-06 18:10:07.656091,2025-08-06 18:10:07.656091,2025-08-09 18:10:07.538
1255,3,reservation_request,Nueva solicitud de reservación,"Alberto  Moreno (Comisionista) envió una solicitud de reservación para Acapulco de Juarez, Guerrero - Terminal condesa → Coyoacan, Ciudad de Mexico - Taxqueña",419,"{""requestId"":419,""tripId"":2025,""requesterName"":""Alberto  Moreno (Comisionista)"",""amount"":450,""passengers"":1}",false,2025-08-06 18:55:09.044982,2025-08-06 18:55:09.044982,2025-08-09 18:55:09.034
1256,6,reservation_request,Nueva solicitud de reservación,"Alberto  Moreno (Comisionista) envió una solicitud de reservación para Acapulco de Juarez, Guerrero - Terminal condesa → Coyoacan, Ciudad de Mexico - Taxqueña",419,"{""requestId"":419,""tripId"":2025,""requesterName"":""Alberto  Moreno (Comisionista)"",""amount"":450,""passengers"":1}",false,2025-08-06 18:55:09.155196,2025-08-06 18:55:09.155196,2025-08-09 18:55:09.034
1257,4,reservation_request,Nueva solicitud de reservación,"Alberto  Moreno (Comisionista) envió una solicitud de reservación para Acapulco de Juarez, Guerrero - Terminal condesa → Coyoacan, Ciudad de Mexico - Taxqueña",419,"{""requestId"":419,""tripId"":2025,""requesterName"":""Alberto  Moreno (Comisionista)"",""amount"":450,""passengers"":1}",false,2025-08-06 18:55:09.413104,2025-08-06 18:55:09.413104,2025-08-09 18:55:09.034
1258,3,reservation_request,Nueva solicitud de reservación,"Alberto  Moreno (Comisionista) envió una solicitud de reservación para Coyoacan, Ciudad de Mexico - Taxqueña → Acapulco de Juarez, Guerrero - Terminal condesa",420,"{""requestId"":420,""tripId"":2395,""requesterName"":""Alberto  Moreno (Comisionista)"",""amount"":450,""passengers"":1}",false,2025-08-06 18:55:48.098203,2025-08-06 18:55:48.098203,2025-08-09 18:55:48.087
