id,name,route_id,company_id,time_configuration,price_configuration,created_at,updated_at
1,Acapulco - México,3,bamo-373009,"{""Cuernavaca, Morelos - Galerias Cuernavaca → Tlalpan, Ciudad de Mexico - Topilejo"":{""hours"":1,""minutes"":0},""Cuernavaca, Morelos - Mcdonals del Polvorin → Cuernavaca, Morelos - Galerias Cuernavaca"":{""hours"":0,""minutes"":5},""Acapulco de Juarez, Guerrero - Plaza Caracol → Acapulco de Juarez, Guerrero - Gas de la venta"":{""hours"":0,""minutes"":2},""Acapulco de Juarez, Guerrero - Gas de la venta → Acapulco de Juarez, Guerrero - Oxxo de la Mica"":{""hours"":0,""minutes"":4},""Alpuyeca, Morelos - Caseta Vieja  → Xochitepec, Morelos - Enfrente de Xochiplaza, sobre carretera"":{""hours"":0,""minutes"":5},""Tlalpan, Ciudad de Mexico - Topilejo → Tlalpan, Ciudad de Mexico - Colegio Militar (Puente vehicular) "":{""hours"":0,""minutes"":10},""Acapulco de Juarez, Guerrero - Oxxo de la Mica → Acapulco de Juarez, Guerrero - Baños de los federales"":{""hours"":0,""minutes"":3},""Tlalpan, Ciudad de Mexico - Colegio Militar (Puente vehicular)  → Coyoacan, Ciudad de Mexico - Taxqueña"":{""hours"":0,""minutes"":20},""Acapulco de Juarez, Guerrero - Baños de los federales → Acapulco de Juarez, Guerrero - Caseta de la Venta"":{""hours"":0,""minutes"":1},""Tequesquitengo, Morelos - Entronque de Tequesquitengo, sobre carretera → Alpuyeca, Morelos - Caseta Vieja "":{""hours"":0,""minutes"":15},""Tuliman, Guerrero - Paredero de Tuliman, sobre carretera → Paso Morelos, Guerrero - Caseta de Paso Morelos"":{""hours"":0,""minutes"":20},""Xochitepec, Morelos - Enfrente de Xochiplaza, sobre carretera → Cuernavaca, Morelos - Mcdonals del Polvorin"":{""hours"":0,""minutes"":10},""Acapulco de Juarez, Guerrero - Gas de la giovanna (Renacimiento)  → Acapulco de Juarez, Guerrero - Plaza Caracol"":{""hours"":0,""minutes"":3},""Acapulco de Juarez, Guerrero - Caseta de la Venta → Dos arroyos, Guerrero - Puente de Dos arroyos sobre carretera"":{""hours"":0,""minutes"":20},""Acapulco de Juarez, Guerrero - Terminal condesa → Acapulco de Juarez, Guerrero - Gas de la giovanna (Renacimiento) "":{""hours"":0,""minutes"":30},""Chilpancingo de los Bravo, Guerrero - Terminal Chilpancingo → Tuliman, Guerrero - Paredero de Tuliman, sobre carretera"":{""hours"":0,""minutes"":50},""Paso Morelos, Guerrero - Caseta de Paso Morelos → Tequesquitengo, Morelos - Entronque de Tequesquitengo, sobre carretera"":{""hours"":0,""minutes"":30},""Ocotito, Guerrero - Restaurante los Abuelos, sobre carretera → Chilpancingo de los Bravo, Guerrero - Terminal Chilpancingo"":{""hours"":0,""minutes"":35},""Dos arroyos, Guerrero - Puente de Dos arroyos sobre carretera → Ocotito, Guerrero - Restaurante los Abuelos, sobre carretera"":{""hours"":0,""minutes"":20}}","[{""price"":0,""origin"":""Acapulco de Juarez, Guerrero"",""enabled"":false,""destination"":""Dos arroyos, Guerrero""},{""price"":0,""origin"":""Acapulco de Juarez, Guerrero"",""enabled"":false,""destination"":""Ocotito, Guerrero""},{""price"":120,""origin"":""Acapulco de Juarez, Guerrero"",""enabled"":true,""destination"":""Chilpancingo de los Bravo, Guerrero""},{""price"":350,""origin"":""Acapulco de Juarez, Guerrero"",""enabled"":true,""destination"":""Tuliman, Guerrero""},{""price"":350,""origin"":""Acapulco de Juarez, Guerrero"",""enabled"":true,""destination"":""Paso Morelos, Guerrero""},{""price"":350,""origin"":""Acapulco de Juarez, Guerrero"",""enabled"":true,""destination"":""Tequesquitengo, Morelos""},{""price"":400,""origin"":""Acapulco de Juarez, Guerrero"",""enabled"":true,""destination"":""Alpuyeca, Morelos""},{""price"":400,""origin"":""Acapulco de Juarez, Guerrero"",""enabled"":true,""destination"":""Xochitepec, Morelos""},{""price"":400,""origin"":""Acapulco de Juarez, Guerrero"",""enabled"":true,""destination"":""Cuernavaca, Morelos""},{""price"":450,""origin"":""Acapulco de Juarez, Guerrero"",""enabled"":true,""destination"":""Tlalpan, Ciudad de Mexico""},{""price"":450,""origin"":""Acapulco de Juarez, Guerrero"",""enabled"":true,""destination"":""Coyoacan, Ciudad de Mexico""},{""price"":0,""origin"":""Dos arroyos, Guerrero"",""enabled"":false,""destination"":""Ocotito, Guerrero""},{""price"":0,""origin"":""Dos arroyos, Guerrero"",""enabled"":false,""destination"":""Chilpancingo de los Bravo, Guerrero""},{""price"":0,""origin"":""Dos arroyos, Guerrero"",""enabled"":false,""destination"":""Tuliman, Guerrero""},{""price"":0,""origin"":""Dos arroyos, Guerrero"",""enabled"":false,""destination"":""Paso Morelos, Guerrero""},{""price"":0,""origin"":""Dos arroyos, Guerrero"",""enabled"":false,""destination"":""Tequesquitengo, Morelos""},{""price"":400,""origin"":""Dos arroyos, Guerrero"",""enabled"":true,""destination"":""Alpuyeca, Morelos""},{""price"":400,""origin"":""Dos arroyos, Guerrero"",""enabled"":true,""destination"":""Xochitepec, Morelos""},{""price"":400,""origin"":""Dos arroyos, Guerrero"",""enabled"":true,""destination"":""Cuernavaca, Morelos""},{""price"":450,""origin"":""Dos arroyos, Guerrero"",""enabled"":true,""destination"":""Tlalpan, Ciudad de Mexico""},{""price"":450,""origin"":""Dos arroyos, Guerrero"",""enabled"":true,""destination"":""Coyoacan, Ciudad de Mexico""},{""price"":0,""origin"":""Ocotito, Guerrero"",""enabled"":false,""destination"":""Chilpancingo de los Bravo, Guerrero""},{""price"":0,""origin"":""Ocotito, Guerrero"",""enabled"":false,""destination"":""Tuliman, Guerrero""},{""price"":0,""origin"":""Ocotito, Guerrero"",""enabled"":false,""destination"":""Paso Morelos, Guerrero""},{""price"":0,""origin"":""Ocotito, Guerrero"",""enabled"":false,""destination"":""Tequesquitengo, Morelos""},{""price"":300,""origin"":""Ocotito, Guerrero"",""enabled"":true,""destination"":""Alpuyeca, Morelos""},{""price"":300,""origin"":""Ocotito, Guerrero"",""enabled"":true,""destination"":""Xochitepec, Morelos""},{""price"":350,""origin"":""Ocotito, Guerrero"",""enabled"":true,""destination"":""Cuernavaca, Morelos""},{""price"":400,""origin"":""Ocotito, Guerrero"",""enabled"":true,""destination"":""Tlalpan, Ciudad de Mexico""},{""price"":400,""origin"":""Ocotito, Guerrero"",""enabled"":true,""destination"":""Coyoacan, Ciudad de Mexico""},{""price"":0,""origin"":""Chilpancingo de los Bravo, Guerrero"",""enabled"":false,""destination"":""Tuliman, Guerrero""},{""price"":0,""origin"":""Chilpancingo de los Bravo, Guerrero"",""enabled"":false,""destination"":""Paso Morelos, Guerrero""},{""price"":250,""origin"":""Chilpancingo de los Bravo, Guerrero"",""enabled"":true,""destination"":""Tequesquitengo, Morelos""},{""price"":300,""origin"":""Chilpancingo de los Bravo, Guerrero"",""enabled"":true,""destination"":""Alpuyeca, Morelos""},{""price"":300,""origin"":""Chilpancingo de los Bravo, Guerrero"",""enabled"":true,""destination"":""Xochitepec, Morelos""},{""price"":300,""origin"":""Chilpancingo de los Bravo, Guerrero"",""enabled"":true,""destination"":""Cuernavaca, Morelos""},{""price"":400,""origin"":""Chilpancingo de los Bravo, Guerrero"",""enabled"":true,""destination"":""Tlalpan, Ciudad de Mexico""},{""price"":400,""origin"":""Chilpancingo de los Bravo, Guerrero"",""enabled"":true,""destination"":""Coyoacan, Ciudad de Mexico""},{""price"":0,""origin"":""Tuliman, Guerrero"",""enabled"":false,""destination"":""Paso Morelos, Guerrero""},{""price"":0,""origin"":""Tuliman, Guerrero"",""enabled"":false,""destination"":""Tequesquitengo, Morelos""},{""price"":0,""origin"":""Tuliman, Guerrero"",""enabled"":false,""destination"":""Alpuyeca, Morelos""},{""price"":0,""origin"":""Tuliman, Guerrero"",""enabled"":false,""destination"":""Xochitepec, Morelos""},{""price"":0,""origin"":""Tuliman, Guerrero"",""enabled"":false,""destination"":""Cuernavaca, Morelos""},{""price"":350,""origin"":""Tuliman, Guerrero"",""enabled"":true,""destination"":""Tlalpan, Ciudad de Mexico""},{""price"":350,""origin"":""Tuliman, Guerrero"",""enabled"":true,""destination"":""Coyoacan, Ciudad de Mexico""},{""price"":0,""origin"":""Paso Morelos, Guerrero"",""enabled"":false,""destination"":""Tequesquitengo, Morelos""},{""price"":0,""origin"":""Paso Morelos, Guerrero"",""enabled"":false,""destination"":""Alpuyeca, Morelos""},{""price"":0,""origin"":""Paso Morelos, Guerrero"",""enabled"":false,""destination"":""Xochitepec, Morelos""},{""price"":0,""origin"":""Paso Morelos, Guerrero"",""enabled"":false,""destination"":""Cuernavaca, Morelos""},{""price"":350,""origin"":""Paso Morelos, Guerrero"",""enabled"":true,""destination"":""Tlalpan, Ciudad de Mexico""},{""price"":350,""origin"":""Paso Morelos, Guerrero"",""enabled"":true,""destination"":""Coyoacan, Ciudad de Mexico""},{""price"":0,""origin"":""Tequesquitengo, Morelos"",""enabled"":false,""destination"":""Alpuyeca, Morelos""},{""price"":0,""origin"":""Tequesquitengo, Morelos"",""enabled"":false,""destination"":""Xochitepec, Morelos""},{""price"":0,""origin"":""Tequesquitengo, Morelos"",""enabled"":false,""destination"":""Cuernavaca, Morelos""},{""price"":0,""origin"":""Tequesquitengo, Morelos"",""enabled"":false,""destination"":""Tlalpan, Ciudad de Mexico""},{""price"":0,""origin"":""Tequesquitengo, Morelos"",""enabled"":false,""destination"":""Coyoacan, Ciudad de Mexico""},{""price"":0,""origin"":""Alpuyeca, Morelos"",""enabled"":false,""destination"":""Xochitepec, Morelos""},{""price"":0,""origin"":""Alpuyeca, Morelos"",""enabled"":false,""destination"":""Cuernavaca, Morelos""},{""price"":0,""origin"":""Alpuyeca, Morelos"",""enabled"":false,""destination"":""Tlalpan, Ciudad de Mexico""},{""price"":0,""origin"":""Alpuyeca, Morelos"",""enabled"":false,""destination"":""Coyoacan, Ciudad de Mexico""},{""price"":0,""origin"":""Xochitepec, Morelos"",""enabled"":false,""destination"":""Cuernavaca, Morelos""},{""price"":0,""origin"":""Xochitepec, Morelos"",""enabled"":false,""destination"":""Tlalpan, Ciudad de Mexico""},{""price"":0,""origin"":""Xochitepec, Morelos"",""enabled"":false,""destination"":""Coyoacan, Ciudad de Mexico""},{""price"":120,""origin"":""Cuernavaca, Morelos"",""enabled"":true,""destination"":""Tlalpan, Ciudad de Mexico""},{""price"":120,""origin"":""Cuernavaca, Morelos"",""enabled"":true,""destination"":""Coyoacan, Ciudad de Mexico""},{""price"":0,""origin"":""Tlalpan, Ciudad de Mexico"",""enabled"":false,""destination"":""Coyoacan, Ciudad de Mexico""}]",2025-07-10 04:26:39.548,2025-07-15 01:15:39.378
2,México - Acapulco,4,bamo-373009,"{""Paso Morelos, Guerrero - Caseta de Paso Morelos → Tuliman, Guerrero - Paradero"":{""hours"":0,""minutes"":25},""Tlalpan, Ciudad de Mexico - Topilejo → Cuernavaca, Morelos - Hotel los Girasoles"":{""hours"":0,""minutes"":40},""Cuernavaca, Morelos - Nissan agricola Polvorin → Xochitepec, Morelos - Las brisas"":{""hours"":0,""minutes"":8},""Tlalpan, Ciudad de Mexico - Caseta de Tlalpan → Tlalpan, Ciudad de Mexico - Topilejo"":{""hours"":0,""minutes"":10},""Coyoacan, Ciudad de Mexico - Taxqueña → Tlalpan, Ciudad de Mexico - San Pedro Martir "":{""hours"":0,""minutes"":15},""Xochitepec, Morelos - Las brisas → Xochitepec, Morelos - Xochitepec (Gas de xochiplaza) "":{""hours"":0,""minutes"":10},""Xochitepec, Morelos - Xochitepec (Gas de xochiplaza)  → Alpuyeca, Morelos - Caseta Vieja "":{""hours"":0,""minutes"":8},""Cuernavaca, Morelos - Hotel los Girasoles → Cuernavaca, Morelos - Restaurante los Cochinitos"":{""hours"":0,""minutes"":6},""Acapulco de Juarez, Guerrero - Oxxo de la mica → Acapulco de Juarez, Guerrero - Plaza caracol"":{""hours"":0,""minutes"":2},""Acapulco de Juarez, Guerrero - Plaza caracol → Acapulco de Juarez, Guerrero - KFC de la Zapata"":{""hours"":0,""minutes"":2},""Acapulco de Juarez, Guerrero - KFC de la Zapata → Acapulco de Juarez, Guerrero - Terminal condesa"":{""hours"":0,""minutes"":15},""Cuernavaca, Morelos - Restaurante los Cochinitos → Cuernavaca, Morelos - Nissan agricola Polvorin"":{""hours"":0,""minutes"":5},""Acapulco de Juarez, Guerrero - Caseta de la Venta → Acapulco de Juarez, Guerrero - Oxxo de la mica"":{""hours"":0,""minutes"":3},""Tuliman, Guerrero - Paradero → Chilpancingo de los Bravo, Guerrero - Enfrente de la terminal costa line"":{""hours"":0,""minutes"":55},""Alpuyeca, Morelos - Caseta Vieja  → Tequesquitengo, Morelos - Entronque de Tequesquitengo, sobre carretera"":{""hours"":0,""minutes"":15},""Tlalpan, Ciudad de Mexico - Colegio Militar (Puente vehicular)  → Tlalpan, Ciudad de Mexico - Caseta de Tlalpan"":{""hours"":0,""minutes"":5},""Tlalpan, Ciudad de Mexico - San Pedro Martir  → Tlalpan, Ciudad de Mexico - Colegio Militar (Puente vehicular) "":{""hours"":0,""minutes"":2},""Dos arroyos, Guerrero - Puente de Dos arroyos sobre carretera → Acapulco de Juarez, Guerrero - Caseta de la Venta"":{""hours"":0,""minutes"":20},""Ocotito, Guerrero - Enfrente de restaurante los abuelos → Dos arroyos, Guerrero - Puente de Dos arroyos sobre carretera"":{""hours"":0,""minutes"":23},""Tequesquitengo, Morelos - Entronque de Tequesquitengo, sobre carretera → Paso Morelos, Guerrero - Caseta de Paso Morelos"":{""hours"":0,""minutes"":30},""Chilpancingo de los Bravo, Guerrero - Enfrente de la terminal costa line → Ocotito, Guerrero - Enfrente de restaurante los abuelos"":{""hours"":0,""minutes"":30}}","[{""price"":0,""origin"":""Coyoacan, Ciudad de Mexico"",""enabled"":false,""destination"":""Tlalpan, Ciudad de Mexico""},{""price"":120,""origin"":""Coyoacan, Ciudad de Mexico"",""enabled"":true,""destination"":""Cuernavaca, Morelos""},{""price"":120,""origin"":""Coyoacan, Ciudad de Mexico"",""enabled"":true,""destination"":""Xochitepec, Morelos""},{""price"":120,""origin"":""Coyoacan, Ciudad de Mexico"",""enabled"":true,""destination"":""Alpuyeca, Morelos""},{""price"":120,""origin"":""Coyoacan, Ciudad de Mexico"",""enabled"":true,""destination"":""Tequesquitengo, Morelos""},{""price"":350,""origin"":""Coyoacan, Ciudad de Mexico"",""enabled"":true,""destination"":""Paso Morelos, Guerrero""},{""price"":350,""origin"":""Coyoacan, Ciudad de Mexico"",""enabled"":true,""destination"":""Tuliman, Guerrero""},{""price"":400,""origin"":""Coyoacan, Ciudad de Mexico"",""enabled"":true,""destination"":""Chilpancingo de los Bravo, Guerrero""},{""price"":400,""origin"":""Coyoacan, Ciudad de Mexico"",""enabled"":true,""destination"":""Ocotito, Guerrero""},{""price"":450,""origin"":""Coyoacan, Ciudad de Mexico"",""enabled"":true,""destination"":""Dos arroyos, Guerrero""},{""price"":450,""origin"":""Coyoacan, Ciudad de Mexico"",""enabled"":true,""destination"":""Acapulco de Juarez, Guerrero""},{""price"":120,""origin"":""Tlalpan, Ciudad de Mexico"",""enabled"":true,""destination"":""Cuernavaca, Morelos""},{""price"":120,""origin"":""Tlalpan, Ciudad de Mexico"",""enabled"":true,""destination"":""Xochitepec, Morelos""},{""price"":120,""origin"":""Tlalpan, Ciudad de Mexico"",""enabled"":true,""destination"":""Alpuyeca, Morelos""},{""price"":120,""origin"":""Tlalpan, Ciudad de Mexico"",""enabled"":true,""destination"":""Tequesquitengo, Morelos""},{""price"":350,""origin"":""Tlalpan, Ciudad de Mexico"",""enabled"":true,""destination"":""Paso Morelos, Guerrero""},{""price"":350,""origin"":""Tlalpan, Ciudad de Mexico"",""enabled"":true,""destination"":""Tuliman, Guerrero""},{""price"":400,""origin"":""Tlalpan, Ciudad de Mexico"",""enabled"":true,""destination"":""Chilpancingo de los Bravo, Guerrero""},{""price"":400,""origin"":""Tlalpan, Ciudad de Mexico"",""enabled"":true,""destination"":""Ocotito, Guerrero""},{""price"":450,""origin"":""Tlalpan, Ciudad de Mexico"",""enabled"":true,""destination"":""Dos arroyos, Guerrero""},{""price"":450,""origin"":""Tlalpan, Ciudad de Mexico"",""enabled"":true,""destination"":""Acapulco de Juarez, Guerrero""},{""price"":0,""origin"":""Cuernavaca, Morelos"",""enabled"":false,""destination"":""Xochitepec, Morelos""},{""price"":0,""origin"":""Cuernavaca, Morelos"",""enabled"":false,""destination"":""Alpuyeca, Morelos""},{""price"":0,""origin"":""Cuernavaca, Morelos"",""enabled"":false,""destination"":""Tequesquitengo, Morelos""},{""price"":250,""origin"":""Cuernavaca, Morelos"",""enabled"":true,""destination"":""Paso Morelos, Guerrero""},{""price"":250,""origin"":""Cuernavaca, Morelos"",""enabled"":true,""destination"":""Tuliman, Guerrero""},{""price"":300,""origin"":""Cuernavaca, Morelos"",""enabled"":true,""destination"":""Chilpancingo de los Bravo, Guerrero""},{""price"":300,""origin"":""Cuernavaca, Morelos"",""enabled"":true,""destination"":""Ocotito, Guerrero""},{""price"":400,""origin"":""Cuernavaca, Morelos"",""enabled"":true,""destination"":""Dos arroyos, Guerrero""},{""price"":400,""origin"":""Cuernavaca, Morelos"",""enabled"":true,""destination"":""Acapulco de Juarez, Guerrero""},{""price"":0,""origin"":""Xochitepec, Morelos"",""enabled"":false,""destination"":""Alpuyeca, Morelos""},{""price"":0,""origin"":""Xochitepec, Morelos"",""enabled"":false,""destination"":""Tequesquitengo, Morelos""},{""price"":250,""origin"":""Xochitepec, Morelos"",""enabled"":true,""destination"":""Paso Morelos, Guerrero""},{""price"":250,""origin"":""Xochitepec, Morelos"",""enabled"":true,""destination"":""Tuliman, Guerrero""},{""price"":300,""origin"":""Xochitepec, Morelos"",""enabled"":true,""destination"":""Chilpancingo de los Bravo, Guerrero""},{""price"":300,""origin"":""Xochitepec, Morelos"",""enabled"":true,""destination"":""Ocotito, Guerrero""},{""price"":400,""origin"":""Xochitepec, Morelos"",""enabled"":true,""destination"":""Dos arroyos, Guerrero""},{""price"":400,""origin"":""Xochitepec, Morelos"",""enabled"":true,""destination"":""Acapulco de Juarez, Guerrero""},{""price"":0,""origin"":""Alpuyeca, Morelos"",""enabled"":false,""destination"":""Tequesquitengo, Morelos""},{""price"":200,""origin"":""Alpuyeca, Morelos"",""enabled"":true,""destination"":""Paso Morelos, Guerrero""},{""price"":220,""origin"":""Alpuyeca, Morelos"",""enabled"":true,""destination"":""Tuliman, Guerrero""},{""price"":300,""origin"":""Alpuyeca, Morelos"",""enabled"":true,""destination"":""Chilpancingo de los Bravo, Guerrero""},{""price"":300,""origin"":""Alpuyeca, Morelos"",""enabled"":true,""destination"":""Ocotito, Guerrero""},{""price"":400,""origin"":""Alpuyeca, Morelos"",""enabled"":true,""destination"":""Dos arroyos, Guerrero""},{""price"":400,""origin"":""Alpuyeca, Morelos"",""enabled"":true,""destination"":""Acapulco de Juarez, Guerrero""},{""price"":0,""origin"":""Tequesquitengo, Morelos"",""enabled"":false,""destination"":""Paso Morelos, Guerrero""},{""price"":0,""origin"":""Tequesquitengo, Morelos"",""enabled"":false,""destination"":""Tuliman, Guerrero""},{""price"":300,""origin"":""Tequesquitengo, Morelos"",""enabled"":true,""destination"":""Chilpancingo de los Bravo, Guerrero""},{""price"":300,""origin"":""Tequesquitengo, Morelos"",""enabled"":true,""destination"":""Ocotito, Guerrero""},{""price"":400,""origin"":""Tequesquitengo, Morelos"",""enabled"":true,""destination"":""Dos arroyos, Guerrero""},{""price"":400,""origin"":""Tequesquitengo, Morelos"",""enabled"":true,""destination"":""Acapulco de Juarez, Guerrero""},{""price"":0,""origin"":""Paso Morelos, Guerrero"",""enabled"":false,""destination"":""Tuliman, Guerrero""},{""price"":0,""origin"":""Paso Morelos, Guerrero"",""enabled"":false,""destination"":""Chilpancingo de los Bravo, Guerrero""},{""price"":0,""origin"":""Paso Morelos, Guerrero"",""enabled"":false,""destination"":""Ocotito, Guerrero""},{""price"":0,""origin"":""Paso Morelos, Guerrero"",""enabled"":false,""destination"":""Dos arroyos, Guerrero""},{""price"":350,""origin"":""Paso Morelos, Guerrero"",""enabled"":true,""destination"":""Acapulco de Juarez, Guerrero""},{""price"":0,""origin"":""Tuliman, Guerrero"",""enabled"":false,""destination"":""Chilpancingo de los Bravo, Guerrero""},{""price"":0,""origin"":""Tuliman, Guerrero"",""enabled"":false,""destination"":""Ocotito, Guerrero""},{""price"":0,""origin"":""Tuliman, Guerrero"",""enabled"":false,""destination"":""Dos arroyos, Guerrero""},{""price"":350,""origin"":""Tuliman, Guerrero"",""enabled"":true,""destination"":""Acapulco de Juarez, Guerrero""},{""price"":250,""origin"":""Chilpancingo de los Bravo, Guerrero"",""enabled"":false,""destination"":""Ocotito, Guerrero""},{""price"":0,""origin"":""Chilpancingo de los Bravo, Guerrero"",""enabled"":false,""destination"":""Dos arroyos, Guerrero""},{""price"":120,""origin"":""Chilpancingo de los Bravo, Guerrero"",""enabled"":true,""destination"":""Acapulco de Juarez, Guerrero""},{""price"":0,""origin"":""Ocotito, Guerrero"",""enabled"":false,""destination"":""Dos arroyos, Guerrero""},{""price"":0,""origin"":""Ocotito, Guerrero"",""enabled"":false,""destination"":""Acapulco de Juarez, Guerrero""},{""price"":0,""origin"":""Dos arroyos, Guerrero"",""enabled"":false,""destination"":""Acapulco de Juarez, Guerrero""}]",2025-07-10 08:10:47.915,2025-07-15 01:14:22.392
